Division,Date,Time,Home_Team,Away_Team,Year,Full_Time_Home_Goals,Full_Time_Away_Goals,Full_Time_Result,Half_Time_Home_Goals,Half_Time_Away_Goals,Half_Time_Result,Referee,Home_Team_Shots,Away_Team_Shots,Home_Team_Shots_On_Target,Away_Team_Shots_On_Target,Home_Team_Fouls_Commited,Away_Team_Fouls_Commited,Home_Team_Corners,Away_Team_Corners,Home_Team_Yellow_Cards,Away_Team_Yellow_Cards,Home_Team_Red_Cards,Away_Team_Red_Cards,Winner,Result,Total_Goals_Scored,Goal_Difference_Home_Team,Goal_Difference_Away_Team,Unique_Key
E0,30/08/14,00:00,Swansea,West Brom,14-15,3.0,0.0,HOME,2.0,0.0,H,P Tierney,15.0,16.0,8.0,2.0,10.0,8.0,0.0,7.0,1.0,2.0,0.0,0.0,Swansea,Home Team Win,3.0,3.0,-3.0,E0-30/08/14-00:00-Swansea-West Brom
E0,30/08/14,00:00,West Ham,Southampton,14-15,1.0,3.0,AWAY,1.0,1.0,D,M Dean,4.0,18.0,2.0,8.0,11.0,13.0,2.0,9.0,2.0,1.0,0.0,0.0,Southampton,Away Team Win,4.0,-2.0,2.0,E0-30/08/14-00:00-West Ham-Southampton
E0,31/08/14,00:00,Aston Villa,Hull,14-15,2.0,1.0,HOME,2.0,0.0,H,M Clattenburg,11.0,9.0,4.0,3.0,9.0,10.0,3.0,7.0,1.0,4.0,0.0,0.0,Aston Villa,Home Team Win,3.0,1.0,-1.0,E0-31/08/14-00:00-Aston Villa-Hull
E0,31/08/14,00:00,Leicester,Arsenal,14-15,1.0,1.0,DRAW,1.0,1.0,D,A Taylor,9.0,24.0,3.0,6.0,14.0,6.0,5.0,10.0,3.0,1.0,0.0,0.0,Draw,Draw,2.0,0.0,0.0,E0-31/08/14-00:00-Leicester-Arsenal
E0,31/08/14,00:00,Tottenham,Liverpool,14-15,0.0,3.0,AWAY,0.0,1.0,A,P Dowd,7.0,17.0,1.0,8.0,14.0,11.0,7.0,3.0,0.0,4.0,0.0,0.0,Liverpool,Away Team Win,3.0,-3.0,3.0,E0-31/08/14-00:00-Tottenham-Liverpool
E0,13/09/14,00:00,Arsenal,Man City,14-15,2.0,2.0,DRAW,0.0,1.0,A,M Clattenburg,15.0,15.0,6.0,8.0,11.0,15.0,0.0,3.0,3.0,4.0,0.0,0.0,Draw,Draw,4.0,0.0,0.0,E0-13/09/14-00:00-Arsenal-Man City
E0,13/09/14,00:00,Chelsea,Swansea,14-15,4.0,2.0,HOME,1.0,1.0,D,K Friend,29.0,11.0,9.0,2.0,12.0,11.0,7.0,4.0,0.0,3.0,0.0,0.0,Chelsea,Home Team Win,6.0,2.0,-2.0,E0-13/09/14-00:00-Chelsea-Swansea
E0,13/09/14,00:00,Crystal Palace,Burnley,14-15,0.0,0.0,DRAW,0.0,0.0,D,M Dean,14.0,11.0,3.0,3.0,12.0,10.0,5.0,5.0,2.0,3.0,0.0,0.0,Draw,Draw,0.0,0.0,0.0,E0-13/09/14-00:00-Crystal Palace-Burnley
E0,13/09/14,00:00,Liverpool,Aston Villa,14-15,0.0,1.0,AWAY,0.0,1.0,A,L Mason,18.0,5.0,1.0,1.0,9.0,10.0,7.0,6.0,2.0,1.0,0.0,0.0,Aston Villa,Away Team Win,1.0,-1.0,1.0,E0-13/09/14-00:00-Liverpool-Aston Villa
E0,13/09/14,00:00,Southampton,Newcastle,14-15,4.0,0.0,HOME,2.0,0.0,H,C Foy,10.0,9.0,7.0,4.0,15.0,7.0,5.0,5.0,0.0,2.0,0.0,0.0,Southampton,Home Team Win,4.0,4.0,-4.0,E0-13/09/14-00:00-Southampton-Newcastle
E0,13/09/14,00:00,Stoke,Leicester,14-15,0.0,1.0,AWAY,0.0,0.0,D,M Oliver,24.0,8.0,4.0,1.0,8.0,15.0,13.0,3.0,3.0,0.0,0.0,0.0,Leicester,Away Team Win,1.0,-1.0,1.0,E0-13/09/14-00:00-Stoke-Leicester
E0,13/09/14,00:00,Sunderland,Tottenham,14-15,2.0,2.0,DRAW,1.0,1.0,D,C Pawson,6.0,15.0,1.0,6.0,10.0,13.0,5.0,5.0,5.0,1.0,0.0,0.0,Draw,Draw,4.0,0.0,0.0,E0-13/09/14-00:00-Sunderland-Tottenham
E0,13/09/14,00:00,West Brom,Everton,14-15,0.0,2.0,AWAY,0.0,1.0,A,A Taylor,11.0,11.0,1.0,4.0,12.0,8.0,9.0,1.0,2.0,3.0,0.0,0.0,Everton,Away Team Win,2.0,-2.0,2.0,E0-13/09/14-00:00-West Brom-Everton
E0,14/09/14,00:00,Man United,QPR,14-15,4.0,0.0,HOME,3.0,0.0,H,P Dowd,19.0,9.0,9.0,2.0,11.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,Man United,Home Team Win,4.0,4.0,-4.0,E0-14/09/14-00:00-Man United-QPR
E0,15/09/14,00:00,Hull,West Ham,14-15,2.0,2.0,DRAW,1.0,0.0,H,M Atkinson,11.0,16.0,6.0,4.0,12.0,7.0,3.0,10.0,3.0,1.0,0.0,0.0,Draw,Draw,4.0,0.0,0.0,E0-15/09/14-00:00-Hull-West Ham
E0,20/09/14,00:00,Aston Villa,Arsenal,14-15,0.0,3.0,AWAY,0.0,3.0,A,M Jones,6.0,9.0,2.0,3.0,11.0,9.0,5.0,5.0,1.0,3.0,0.0,0.0,Arsenal,Away Team Win,3.0,-3.0,3.0,E0-20/09/14-00:00-Aston Villa-Arsenal
E0,20/09/14,00:00,Burnley,Sunderland,14-15,0.0,0.0,DRAW,0.0,0.0,D,A Taylor,17.0,14.0,6.0,6.0,14.0,14.0,5.0,1.0,1.0,2.0,0.0,0.0,Draw,Draw,0.0,0.0,0.0,E0-20/09/14-00:00-Burnley-Sunderland
E0,20/09/14,00:00,Newcastle,Hull,14-15,2.0,2.0,DRAW,0.0,0.0,D,N Swarbrick,25.0,10.0,7.0,3.0,11.0,11.0,4.0,2.0,4.0,2.0,0.0,0.0,Draw,Draw,4.0,0.0,0.0,E0-20/09/14-00:00-Newcastle-Hull
E0,20/09/14,00:00,QPR,Stoke,14-15,2.0,2.0,DRAW,1.0,1.0,D,M Atkinson,21.0,8.0,5.0,4.0,6.0,15.0,10.0,1.0,2.0,4.0,0.0,0.0,Draw,Draw,4.0,0.0,0.0,E0-20/09/14-00:00-QPR-Stoke
E0,20/09/14,00:00,Swansea,Southampton,14-15,0.0,1.0,AWAY,0.0,0.0,D,J Moss,5.0,11.0,2.0,4.0,11.0,15.0,2.0,4.0,0.0,4.0,1.0,0.0,Southampton,Away Team Win,1.0,-1.0,1.0,E0-20/09/14-00:00-Swansea-Southampton
E0,20/09/14,00:00,West Ham,Liverpool,14-15,3.0,1.0,HOME,2.0,1.0,H,C Pawson,13.0,11.0,7.0,5.0,16.0,11.0,7.0,5.0,4.0,1.0,0.0,0.0,West Ham,Home Team Win,4.0,2.0,-2.0,E0-20/09/14-00:00-West Ham-Liverpool
E0,21/09/14,00:00,Everton,Crystal Palace,14-15,2.0,3.0,AWAY,1.0,1.0,D,M Oliver,17.0,10.0,6.0,3.0,8.0,13.0,7.0,1.0,2.0,2.0,0.0,0.0,Crystal Palace,Away Team Win,5.0,-1.0,1.0,E0-21/09/14-00:00-Everton-Crystal Palace
E0,21/09/14,00:00,Leicester,Man United,14-15,5.0,3.0,HOME,1.0,2.0,A,M Clattenburg,15.0,16.0,5.0,5.0,11.0,9.0,2.0,4.0,1.0,1.0,0.0,1.0,Leicester,Home Team Win,8.0,2.0,-2.0,E0-21/09/14-00:00-Leicester-Man United
E0,21/09/14,00:00,Man City,Chelsea,14-15,1.0,1.0,DRAW,0.0,0.0,D,M Dean,16.0,6.0,4.0,2.0,16.0,12.0,14.0,2.0,3.0,4.0,1.0,0.0,Draw,Draw,2.0,0.0,0.0,E0-21/09/14-00:00-Man City-Chelsea
E0,21/09/14,00:00,Tottenham,West Brom,14-15,0.0,1.0,AWAY,0.0,0.0,D,K Friend,7.0,10.0,1.0,4.0,12.0,7.0,9.0,7.0,2.0,2.0,0.0,0.0,West Brom,Away Team Win,1.0,-1.0,1.0,E0-21/09/14-00:00-Tottenham-West Brom
E0,27/09/14,00:00,Arsenal,Tottenham,14-15,1.0,1.0,DRAW,0.0,0.0,D,M Oliver,16.0,6.0,6.0,4.0,7.0,16.0,15.0,5.0,3.0,6.0,0.0,0.0,Draw,Draw,2.0,0.0,0.0,E0-27/09/14-00:00-Arsenal-Tottenham
E0,27/09/14,00:00,Chelsea,Aston Villa,14-15,3.0,0.0,HOME,1.0,0.0,H,P Dowd,17.0,7.0,8.0,1.0,11.0,9.0,9.0,2.0,2.0,2.0,0.0,0.0,Chelsea,Home Team Win,3.0,3.0,-3.0,E0-27/09/14-00:00-Chelsea-Aston Villa
E0,27/09/14,00:00,Crystal Palace,Leicester,14-15,2.0,0.0,HOME,0.0,0.0,D,K Stroud,16.0,7.0,6.0,1.0,14.0,9.0,6.0,6.0,0.0,2.0,0.0,0.0,Crystal Palace,Home Team Win,2.0,2.0,-2.0,E0-27/09/14-00:00-Crystal Palace-Leicester
E0,27/09/14,00:00,Hull,Man City,14-15,2.0,4.0,AWAY,2.0,2.0,D,A Taylor,10.0,20.0,5.0,6.0,10.0,6.0,3.0,8.0,0.0,2.0,0.0,0.0,Man City,Away Team Win,6.0,-2.0,2.0,E0-27/09/14-00:00-Hull-Man City
E0,27/09/14,00:00,Liverpool,Everton,14-15,1.0,1.0,DRAW,0.0,0.0,D,M Atkinson,24.0,11.0,8.0,5.0,8.0,9.0,8.0,2.0,2.0,1.0,0.0,0.0,Draw,Draw,2.0,0.0,0.0,E0-27/09/14-00:00-Liverpool-Everton
E0,27/09/14,00:00,Man United,West Ham,14-15,2.0,1.0,HOME,2.0,1.0,H,L Mason,8.0,13.0,3.0,4.0,10.0,12.0,7.0,10.0,1.0,3.0,1.0,0.0,Man United,Home Team Win,3.0,1.0,-1.0,E0-27/09/14-00:00-Man United-West Ham
E0,27/09/14,00:00,Southampton,QPR,14-15,2.0,1.0,HOME,0.0,0.0,D,M Clattenburg,19.0,10.0,9.0,2.0,12.0,11.0,6.0,3.0,2.0,1.0,0.0,0.0,Southampton,Home Team Win,3.0,1.0,-1.0,E0-27/09/14-00:00-Southampton-QPR
E0,27/09/14,00:00,Sunderland,Swansea,14-15,0.0,0.0,DRAW,0.0,0.0,D,C Foy,15.0,7.0,3.0,1.0,13.0,15.0,10.0,1.0,2.0,1.0,0.0,1.0,Draw,Draw,0.0,0.0,0.0,E0-27/09/14-00:00-Sunderland-Swansea
E0,28/09/14,00:00,West Brom,Burnley,14-15,4.0,0.0,HOME,2.0,0.0,H,J Moss,20.0,10.0,6.0,2.0,7.0,9.0,10.0,2.0,1.0,2.0,0.0,0.0,West Brom,Home Team Win,4.0,4.0,-4.0,E0-28/09/14-00:00-West Brom-Burnley
E0,29/09/14,00:00,Stoke,Newcastle,14-15,1.0,0.0,HOME,1.0,0.0,H,C Pawson,12.0,16.0,3.0,1.0,20.0,15.0,2.0,10.0,1.0,2.0,0.0,0.0,Stoke,Home Team Win,1.0,1.0,-1.0,E0-29/09/14-00:00-Stoke-Newcastle
E0,04/10/14,00:00,Aston Villa,Man City,14-15,0.0,2.0,AWAY,0.0,0.0,D,C Foy,6.0,27.0,1.0,7.0,4.0,6.0,0.0,7.0,0.0,1.0,0.0,0.0,Man City,Away Team Win,2.0,-2.0,2.0,E0-04/10/14-00:00-Aston Villa-Man City
E0,04/10/14,00:00,Hull,Crystal Palace,14-15,2.0,0.0,HOME,0.0,0.0,D,M Dean,15.0,11.0,2.0,2.0,6.0,14.0,6.0,7.0,1.0,2.0,0.0,0.0,Hull,Home Team Win,2.0,2.0,-2.0,E0-04/10/14-00:00-Hull-Crystal Palace
E0,04/10/14,00:00,Leicester,Burnley,14-15,2.0,2.0,DRAW,2.0,1.0,H,P Dowd,15.0,10.0,6.0,4.0,16.0,12.0,9.0,3.0,2.0,2.0,0.0,0.0,Draw,Draw,4.0,0.0,0.0,E0-04/10/14-00:00-Leicester-Burnley
E0,04/10/14,00:00,Liverpool,West Brom,14-15,2.0,1.0,HOME,1.0,0.0,H,M Oliver,19.0,8.0,7.0,4.0,12.0,15.0,5.0,5.0,2.0,2.0,0.0,0.0,Liverpool,Home Team Win,3.0,1.0,-1.0,E0-04/10/14-00:00-Liverpool-West Brom
E0,04/10/14,00:00,Sunderland,Stoke,14-15,3.0,1.0,HOME,2.0,1.0,H,N Swarbrick,8.0,11.0,3.0,5.0,10.0,17.0,7.0,4.0,3.0,4.0,0.0,0.0,Sunderland,Home Team Win,4.0,2.0,-2.0,E0-04/10/14-00:00-Sunderland-Stoke
E0,04/10/14,00:00,Swansea,Newcastle,14-15,2.0,2.0,DRAW,1.0,1.0,D,L Mason,11.0,9.0,5.0,4.0,11.0,15.0,3.0,1.0,1.0,3.0,0.0,0.0,Draw,Draw,4.0,0.0,0.0,E0-04/10/14-00:00-Swansea-Newcastle
E0,05/10/14,00:00,Chelsea,Arsenal,14-15,2.0,0.0,HOME,1.0,0.0,H,M Atkinson,5.0,10.0,3.0,0.0,14.0,10.0,2.0,2.0,4.0,3.0,0.0,0.0,Chelsea,Home Team Win,2.0,2.0,-2.0,E0-05/10/14-00:00-Chelsea-Arsenal
E0,05/10/14,00:00,Man United,Everton,14-15,2.0,1.0,HOME,1.0,0.0,H,K Friend,15.0,10.0,4.0,6.0,18.0,11.0,11.0,6.0,4.0,3.0,0.0,0.0,Man United,Home Team Win,3.0,1.0,-1.0,E0-05/10/14-00:00-Man United-Everton
E0,05/10/14,00:00,Tottenham,Southampton,14-15,1.0,0.0,HOME,1.0,0.0,H,M Jones,9.0,7.0,4.0,3.0,15.0,9.0,10.0,5.0,2.0,1.0,0.0,0.0,Tottenham,Home Team Win,1.0,1.0,-1.0,E0-05/10/14-00:00-Tottenham-Southampton
E0,05/10/14,00:00,West Ham,QPR,14-15,2.0,0.0,HOME,1.0,0.0,H,A Taylor,11.0,10.0,3.0,3.0,10.0,11.0,7.0,5.0,2.0,2.0,0.0,0.0,West Ham,Home Team Win,2.0,2.0,-2.0,E0-05/10/14-00:00-West Ham-QPR
E0,18/10/14,00:00,Arsenal,Hull,14-15,2.0,2.0,DRAW,1.0,1.0,D,R East,25.0,4.0,9.0,4.0,9.0,13.0,10.0,0.0,2.0,2.0,0.0,0.0,Draw,Draw,4.0,0.0,0.0,E0-18/10/14-00:00-Arsenal-Hull
E0,18/10/14,00:00,Burnley,West Ham,14-15,1.0,3.0,AWAY,0.0,0.0,D,K Friend,17.0,22.0,3.0,6.0,3.0,10.0,5.0,7.0,0.0,1.0,0.0,0.0,West Ham,Away Team Win,4.0,-2.0,2.0,E0-18/10/14-00:00-Burnley-West Ham
E0,18/10/14,00:00,Crystal Palace,Chelsea,14-15,1.0,2.0,AWAY,0.0,1.0,A,C Pawson,7.0,14.0,4.0,5.0,13.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,Chelsea,Away Team Win,3.0,-1.0,1.0,E0-18/10/14-00:00-Crystal Palace-Chelsea
E0,18/10/14,00:00,Everton,Aston Villa,14-15,3.0,0.0,HOME,1.0,0.0,H,A Taylor,15.0,10.0,6.0,2.0,11.0,16.0,3.0,4.0,2.0,2.0,0.0,0.0,Everton,Home Team Win,3.0,3.0,-3.0,E0-18/10/14-00:00-Everton-Aston Villa
E0,18/10/14,00:00,Man City,Tottenham,14-15,4.0,1.0,HOME,2.0,1.0,H,J Moss,20.0,19.0,12.0,7.0,11.0,9.0,3.0,4.0,1.0,2.0,0.0,1.0,Man City,Home Team Win,5.0,3.0,-3.0,E0-18/10/14-00:00-Man City-Tottenham
E0,18/10/14,00:00,Newcastle,Leicester,14-15,1.0,0.0,HOME,0.0,0.0,D,M Atkinson,19.0,7.0,6.0,2.0,13.0,15.0,10.0,7.0,0.0,3.0,0.0,0.0,Newcastle,Home Team Win,1.0,1.0,-1.0,E0-18/10/14-00:00-Newcastle-Leicester
E0,18/10/14,00:00,Southampton,Sunderland,14-15,8.0,0.0,HOME,3.0,0.0,H,A Marriner,20.0,12.0,11.0,1.0,11.0,8.0,5.0,6.0,1.0,3.0,0.0,0.0,Southampton,Home Team Win,8.0,8.0,-8.0,E0-18/10/14-00:00-Southampton-Sunderland
E0,19/10/14,00:00,QPR,Liverpool,14-15,2.0,3.0,AWAY,0.0,0.0,D,P Dowd,15.0,15.0,6.0,5.0,10.0,15.0,7.0,2.0,2.0,3.0,0.0,0.0,Liverpool,Away Team Win,5.0,-1.0,1.0,E0-19/10/14-00:00-QPR-Liverpool
E0,19/10/14,00:00,Stoke,Swansea,14-15,2.0,1.0,HOME,1.0,1.0,D,M Oliver,17.0,13.0,3.0,5.0,17.0,7.0,3.0,5.0,4.0,1.0,0.0,0.0,Stoke,Home Team Win,3.0,1.0,-1.0,E0-19/10/14-00:00-Stoke-Swansea
E0,20/10/14,00:00,West Brom,Man United,14-15,2.0,2.0,DRAW,1.0,0.0,H,M Dean,8.0,22.0,2.0,7.0,6.0,8.0,0.0,11.0,1.0,2.0,0.0,0.0,Draw,Draw,4.0,0.0,0.0,E0-20/10/14-00:00-West Brom-Man United
E0,25/10/14,00:00,Liverpool,Hull,14-15,0.0,0.0,DRAW,0.0,0.0,D,N Swarbrick,17.0,6.0,4.0,3.0,12.0,17.0,14.0,1.0,3.0,2.0,0.0,0.0,Draw,Draw,0.0,0.0,0.0,E0-25/10/14-00:00-Liverpool-Hull
E0,25/10/14,00:00,Southampton,Stoke,14-15,1.0,0.0,HOME,1.0,0.0,H,J Moss,20.0,8.0,2.0,1.0,10.0,12.0,6.0,3.0,0.0,2.0,0.0,0.0,Southampton,Home Team Win,1.0,1.0,-1.0,E0-25/10/14-00:00-Southampton-Stoke
E0,25/10/14,00:00,Sunderland,Arsenal,14-15,0.0,2.0,AWAY,0.0,1.0,A,K Friend,11.0,15.0,3.0,5.0,11.0,9.0,3.0,3.0,3.0,3.0,0.0,0.0,Arsenal,Away Team Win,2.0,-2.0,2.0,E0-25/10/14-00:00-Sunderland-Arsenal
E0,25/10/14,00:00,Swansea,Leicester,14-15,2.0,0.0,HOME,1.0,0.0,H,M Jones,7.0,9.0,3.0,4.0,7.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,Swansea,Home Team Win,2.0,2.0,-2.0,E0-25/10/14-00:00-Swansea-Leicester
E0,25/10/14,00:00,West Brom,Crystal Palace,14-15,2.0,2.0,DRAW,0.0,2.0,A,M Clattenburg,17.0,8.0,4.0,6.0,14.0,8.0,6.0,3.0,3.0,1.0,0.0,0.0,Draw,Draw,4.0,0.0,0.0,E0-25/10/14-00:00-West Brom-Crystal Palace
E0,25/10/14,00:00,West Ham,Man City,14-15,2.0,1.0,HOME,1.0,0.0,H,M Atkinson,12.0,21.0,4.0,5.0,12.0,14.0,4.0,8.0,2.0,1.0,0.0,0.0,West Ham,Home Team Win,3.0,1.0,-1.0,E0-25/10/14-00:00-West Ham-Man City
E0,26/10/14,00:00,Burnley,Everton,14-15,1.0,3.0,AWAY,1.0,2.0,A,A Marriner,14.0,15.0,3.0,6.0,12.0,7.0,5.0,4.0,4.0,2.0,0.0,0.0,Everton,Away Team Win,4.0,-2.0,2.0,E0-26/10/14-00:00-Burnley-Everton
E0,26/10/14,00:00,Man United,Chelsea,14-15,1.0,1.0,DRAW,0.0,0.0,D,P Dowd,19.0,9.0,7.0,4.0,13.0,14.0,4.0,7.0,3.0,5.0,0.0,1.0,Draw,Draw,2.0,0.0,0.0,E0-26/10/14-00:00-Man United-Chelsea
E0,26/10/14,00:00,Tottenham,Newcastle,14-15,1.0,2.0,AWAY,1.0,0.0,H,A Taylor,17.0,8.0,2.0,2.0,9.0,12.0,10.0,2.0,2.0,4.0,0.0,0.0,Newcastle,Away Team Win,3.0,-1.0,1.0,E0-26/10/14-00:00-Tottenham-Newcastle
E0,27/10/14,00:00,QPR,Aston Villa,14-15,2.0,0.0,HOME,1.0,0.0,H,L Mason,11.0,15.0,4.0,6.0,11.0,14.0,2.0,4.0,0.0,2.0,0.0,0.0,QPR,Home Team Win,2.0,2.0,-2.0,E0-27/10/14-00:00-QPR-Aston Villa
E0,01/11/14,00:00,Arsenal,Burnley,14-15,3.0,0.0,HOME,0.0,0.0,D,C Pawson,32.0,6.0,13.0,2.0,5.0,9.0,18.0,1.0,0.0,1.0,0.0,0.0,Arsenal,Home Team Win,3.0,3.0,-3.0,E0-01/11/14-00:00-Arsenal-Burnley
E0,01/11/14,00:00,Chelsea,QPR,14-15,2.0,1.0,HOME,1.0,0.0,H,M Jones,18.0,7.0,8.0,1.0,8.0,12.0,13.0,2.0,0.0,0.0,0.0,0.0,Chelsea,Home Team Win,3.0,1.0,-1.0,E0-01/11/14-00:00-Chelsea-QPR
E0,01/11/14,00:00,Everton,Swansea,14-15,0.0,0.0,DRAW,0.0,0.0,D,K Friend,17.0,8.0,3.0,0.0,10.0,15.0,11.0,0.0,2.0,3.0,0.0,1.0,Draw,Draw,0.0,0.0,0.0,E0-01/11/14-00:00-Everton-Swansea
E0,01/11/14,00:00,Hull,Southampton,14-15,0.0,1.0,AWAY,0.0,1.0,A,M Atkinson,8.0,10.0,1.0,3.0,6.0,9.0,7.0,4.0,1.0,0.0,0.0,0.0,Southampton,Away Team Win,1.0,-1.0,1.0,E0-01/11/14-00:00-Hull-Southampton
E0,01/11/14,00:00,Leicester,West Brom,14-15,0.0,1.0,AWAY,0.0,0.0,D,S Attwell,14.0,8.0,5.0,3.0,5.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,West Brom,Away Team Win,1.0,-1.0,1.0,E0-01/11/14-00:00-Leicester-West Brom
E0,01/11/14,00:00,Newcastle,Liverpool,14-15,1.0,0.0,HOME,0.0,0.0,D,A Marriner,14.0,6.0,3.0,3.0,13.0,8.0,7.0,2.0,4.0,3.0,0.0,0.0,Newcastle,Home Team Win,1.0,1.0,-1.0,E0-01/11/14-00:00-Newcastle-Liverpool
E0,01/11/14,00:00,Stoke,West Ham,14-15,2.0,2.0,DRAW,1.0,0.0,H,C Foy,21.0,10.0,6.0,2.0,14.0,13.0,9.0,2.0,1.0,1.0,0.0,0.0,Draw,Draw,4.0,0.0,0.0,E0-01/11/14-00:00-Stoke-West Ham
E0,02/11/14,00:00,Aston Villa,Tottenham,14-15,1.0,2.0,AWAY,1.0,0.0,H,N Swarbrick,12.0,18.0,1.0,7.0,12.0,11.0,3.0,9.0,3.0,3.0,1.0,0.0,Tottenham,Away Team Win,3.0,-1.0,1.0,E0-02/11/14-00:00-Aston Villa-Tottenham
E0,02/11/14,00:00,Man City,Man United,14-15,1.0,0.0,HOME,0.0,0.0,D,M Oliver,16.0,9.0,6.0,2.0,15.0,9.0,7.0,4.0,3.0,1.0,0.0,1.0,Man City,Home Team Win,1.0,1.0,-1.0,E0-02/11/14-00:00-Man City-Man United
E0,03/11/14,00:00,Crystal Palace,Sunderland,14-15,1.0,3.0,AWAY,0.0,1.0,A,P Dowd,9.0,8.0,1.0,7.0,12.0,19.0,11.0,2.0,0.0,3.0,1.0,0.0,Sunderland,Away Team Win,4.0,-2.0,2.0,E0-03/11/14-00:00-Crystal Palace-Sunderland
E0,08/11/14,00:00,Burnley,Hull,14-15,1.0,0.0,HOME,0.0,0.0,D,M Clattenburg,14.0,12.0,3.0,1.0,17.0,17.0,7.0,1.0,6.0,4.0,0.0,0.0,Burnley,Home Team Win,1.0,1.0,-1.0,E0-08/11/14-00:00-Burnley-Hull
E0,08/11/14,00:00,Liverpool,Chelsea,14-15,1.0,2.0,AWAY,1.0,1.0,D,A Taylor,12.0,15.0,4.0,5.0,9.0,12.0,5.0,7.0,2.0,5.0,0.0,0.0,Chelsea,Away Team Win,3.0,-1.0,1.0,E0-08/11/14-00:00-Liverpool-Chelsea
E0,08/11/14,00:00,Man United,Crystal Palace,14-15,1.0,0.0,HOME,0.0,0.0,D,C Foy,23.0,6.0,5.0,1.0,8.0,12.0,11.0,4.0,1.0,3.0,0.0,0.0,Man United,Home Team Win,1.0,1.0,-1.0,E0-08/11/14-00:00-Man United-Crystal Palace
E0,08/11/14,00:00,QPR,Man City,14-15,2.0,2.0,DRAW,1.0,1.0,D,M Dean,17.0,23.0,4.0,6.0,9.0,10.0,7.0,7.0,4.0,2.0,0.0,0.0,Draw,Draw,4.0,0.0,0.0,E0-08/11/14-00:00-QPR-Man City
E0,08/11/14,00:00,Southampton,Leicester,14-15,2.0,0.0,HOME,0.0,0.0,D,M Oliver,18.0,5.0,6.0,0.0,10.0,12.0,13.0,4.0,2.0,2.0,0.0,0.0,Southampton,Home Team Win,2.0,2.0,-2.0,E0-08/11/14-00:00-Southampton-Leicester
E0,08/11/14,00:00,West Ham,Aston Villa,14-15,0.0,0.0,DRAW,0.0,0.0,D,J Moss,21.0,12.0,5.0,4.0,9.0,10.0,13.0,2.0,0.0,3.0,0.0,0.0,Draw,Draw,0.0,0.0,0.0,E0-08/11/14-00:00-West Ham-Aston Villa
E0,09/11/14,00:00,Sunderland,Everton,14-15,1.0,1.0,DRAW,0.0,0.0,D,L Mason,10.0,16.0,3.0,7.0,11.0,13.0,5.0,4.0,1.0,2.0,0.0,0.0,Draw,Draw,2.0,0.0,0.0,E0-09/11/14-00:00-Sunderland-Everton
E0,09/11/14,00:00,Swansea,Arsenal,14-15,2.0,1.0,HOME,0.0,0.0,D,P Dowd,11.0,12.0,5.0,4.0,10.0,16.0,6.0,10.0,5.0,5.0,0.0,0.0,Swansea,Home Team Win,3.0,1.0,-1.0,E0-09/11/14-00:00-Swansea-Arsenal
E0,09/11/14,00:00,Tottenham,Stoke,14-15,1.0,2.0,AWAY,0.0,2.0,A,M Jones,14.0,11.0,4.0,4.0,20.0,13.0,5.0,5.0,3.0,2.0,1.0,0.0,Stoke,Away Team Win,3.0,-1.0,1.0,E0-09/11/14-00:00-Tottenham-Stoke
E0,09/11/14,00:00,West Brom,Newcastle,14-15,0.0,2.0,AWAY,0.0,1.0,A,C Pawson,10.0,8.0,2.0,3.0,12.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,Newcastle,Away Team Win,2.0,-2.0,2.0,E0-09/11/14-00:00-West Brom-Newcastle
E0,22/11/14,00:00,Arsenal,Man United,14-15,1.0,2.0,AWAY,0.0,0.0,D,M Dean,23.0,12.0,9.0,2.0,12.0,8.0,11.0,5.0,2.0,1.0,0.0,0.0,Man United,Away Team Win,3.0,-1.0,1.0,E0-22/11/14-00:00-Arsenal-Man United
E0,22/11/14,00:00,Chelsea,West Brom,14-15,2.0,0.0,HOME,2.0,0.0,H,L Mason,21.0,5.0,8.0,1.0,7.0,9.0,15.0,0.0,1.0,0.0,0.0,1.0,Chelsea,Home Team Win,2.0,2.0,-2.0,E0-22/11/14-00:00-Chelsea-West Brom
E0,22/11/14,00:00,Everton,West Ham,14-15,2.0,1.0,HOME,1.0,0.0,H,M Clattenburg,14.0,14.0,4.0,3.0,10.0,13.0,1.0,5.0,2.0,3.0,0.0,0.0,Everton,Home Team Win,3.0,1.0,-1.0,E0-22/11/14-00:00-Everton-West Ham
E0,22/11/14,00:00,Leicester,Sunderland,14-15,0.0,0.0,DRAW,0.0,0.0,D,R Madley,13.0,10.0,4.0,5.0,18.0,12.0,6.0,9.0,2.0,3.0,0.0,0.0,Draw,Draw,0.0,0.0,0.0,E0-22/11/14-00:00-Leicester-Sunderland
E0,22/11/14,00:00,Man City,Swansea,14-15,2.0,1.0,HOME,1.0,1.0,D,N Swarbrick,23.0,8.0,10.0,3.0,13.0,9.0,7.0,3.0,2.0,1.0,0.0,0.0,Man City,Home Team Win,3.0,1.0,-1.0,E0-22/11/14-00:00-Man City-Swansea
